# _tick,_time,step,pg_loss,value_loss,dist_entropy,train:mean_episode_return,train:median_episode_return,test:mean_episode_return,test:median_episode_return,train_eval:mean_episode_return,train_eval:median_episode_return,sps,train:success_rate,train_eval:success_rate,test:success_rate
77,1624926951.1125286,127811584,-0.003449698386248201,0.07362127924958865,0.22132733898858228,0.9380102,0.9380102,0.7432908,0.91964287,0.944898,0.94719386,5021.017081978353,1.0,1.0,0.8
78,1624927286.7229304,129449984,-0.002744319189029435,0.015863322778992977,0.18121840618550777,0.9373215,0.9391582,0.88382655,0.9276786,0.9453572,0.94719386,4890.653542852221,1.0,1.0,1.0
79,1624927613.6877022,131088384,-0.0014277253261146445,0.016144256029898923,0.21313213805357614,0.94099486,0.94489795,0.934796,0.9345663,0.9419133,0.9380102,4878.868328793224,1.0,1.0,1.0
80,1624927939.6955562,132726784,-0.00047271981990585726,0.008221879979828373,0.1788357626646757,0.937551,0.9391582,0.804949,0.9253826,0.92905617,0.9265306,5076.050591851511,1.0,1.0,0.9
81,1624928266.9014516,134365184,-0.0029705821555883936,0.07235074617589514,0.31086009244124096,0.8407653,0.9334184,0.9354847,0.9357143,0.9428317,0.9403061,4973.589440047448,0.9,1.0,1.0
82,1624928597.9248695,136003584,-0.0008399452393253645,0.03706499705246339,0.1618958432227373,0.94283164,0.9460459,0.84306127,0.9380102,0.946046,0.94719386,4950.315995272379,1.0,1.0,0.9
83,1624928929.0218115,137641984,-0.0010052139017110069,0.06580529765536387,0.1884856882194678,0.93755114,0.9380102,0.9003571,0.9035714,0.9393878,0.9380102,4942.095046228453,1.0,1.0,1.0
84,1624929261.5303361,139280384,-0.0003837272330808143,0.03897914608630041,0.16237815407415232,0.8485715,0.94260204,0.88933676,0.9242347,0.9460459,0.94719386,4952.61769507071,0.9,1.0,1.0
85,1624929597.2371929,140918784,-0.0005052678752690554,0.013638901563050846,0.140305416037639,0.94283164,0.94375,0.9428317,0.94719386,0.94283164,0.95408165,4866.542428271312,1.0,1.0,1.0
86,1624929919.5968993,142557184,-0.0008727436264355978,0.07260414756213625,0.39106883977850276,0.94214284,0.94145405,0.926301,0.9265306,0.94030607,0.94145405,5070.416776208692,1.0,1.0,1.0
87,1624930238.8985035,144195584,-0.0007451983983628452,0.013788432290311903,0.12724942651887736,0.93961734,0.94489795,0.9297449,0.9311224,0.93823975,0.9334184,5156.030836234099,1.0,1.0,1.0
88,1624930578.3919163,145833984,-0.00250391677642862,0.05001490314801534,0.1817976919313272,0.9359439,0.9357143,0.83732146,0.9288265,0.9442092,0.94260204,4942.906932938252,1.0,1.0,0.9
89,1624930917.2952673,147472384,-0.003103418780180315,0.003291305397093917,0.20008941615621248,0.93364793,0.9403061,0.8849745,0.9288265,0.94260204,0.9403061,4816.014725259797,1.0,1.0,1.0
90,1624931261.851101,149110784,-0.0016249693483890344,0.03392551156381766,0.18917707229653993,0.94007665,0.9391582,0.7194133,0.8943878,0.94237244,0.94145405,4783.48568630128,1.0,1.0,0.8
91,1624931603.4838388,150749184,-0.0014270365306098636,0.06578237206364672,0.1857254933565855,0.94030607,0.9345664,0.83181125,0.91964287,0.9432908,0.94719386,4794.6410255062265,1.0,1.0,0.9
92,1624931943.4401503,152387584,-0.00024699342126647633,0.013538963762888065,0.14471999059120813,0.9368623,0.93686223,0.9251531,0.9380102,0.9350255,0.9345664,4792.680304073726,1.0,1.0,1.0
93,1624932285.3790953,154025984,-0.003109346415537099,0.0020344855050401143,0.14821860007941723,0.9389286,0.9391582,0.8102296,0.9345664,0.9373215,0.9357143,4810.195202041274,1.0,1.0,0.9
94,1624932630.698485,155664384,-0.001614848617464304,0.009608876522785673,0.17045027762651443,0.93961734,0.94260204,0.77739793,0.93686223,0.9389286,0.9380102,4781.840606901565,1.0,1.0,0.9
95,1624932970.6432474,157302784,-0.0007220351641687254,0.012949939613463357,0.12360229498396318,0.9446684,0.94489795,0.8198725,0.91734695,0.94191325,0.94489795,4786.901406198828,1.0,1.0,0.9
96,1624933315.095331,158941184,-0.0008770105778239667,0.07350322619701426,0.20468397376437983,0.9432908,0.94489795,0.74122447,0.9265306,0.9430612,0.94489795,4758.073997343055,1.0,1.0,0.8
